,date,object_code,trips
15147,2022-03-10,FW745Y,6256
15148,2022-03-11,FW745Y,6699
15149,2022-03-12,FW745Y,5665
15150,2022-03-13,FW745Y,4543
15151,2022-03-14,FW745Y,6295
15152,2022-03-15,FW745Y,5112
15153,2022-03-16,FW745Y,4377
15154,2022-03-17,FW745Y,4529
15155,2022-03-18,FW745Y,2384
15156,2022-03-19,FW745Y,1533
15157,2022-03-20,FW745Y,2956
15158,2022-03-21,FW745Y,2819
15159,2022-03-22,FW745Y,2781
15160,2021-12-31,FW750Y,1948
15161,2022-01-01,FW750Y,1775
15162,2022-01-02,FW750Y,2956
15163,2022-01-03,FW750Y,2144
15164,2022-01-04,FW750Y,2422
15165,2022-01-05,FW750Y,2335
15166,2022-01-06,FW750Y,3235
15167,2022-01-07,FW750Y,3123
15168,2022-01-08,FW750Y,3149
15169,2022-01-09,FW750Y,3160
15170,2022-01-10,FW750Y,2797
15171,2022-01-11,FW750Y,2888
15172,2022-01-12,FW750Y,3046
15173,2022-01-13,FW750Y,3670
15174,2022-01-14,FW750Y,3108
15175,2022-01-15,FW750Y,3472
15176,2022-01-16,FW750Y,3069
15177,2022-01-17,FW750Y,2800
15178,2022-01-18,FW750Y,2773
15179,2022-01-19,FW750Y,3413
15180,2022-01-20,FW750Y,3805
15181,2022-01-21,FW750Y,4093
15182,2022-01-22,FW750Y,2595
15183,2022-01-23,FW750Y,3416
15184,2022-01-24,FW750Y,3827
15185,2022-01-25,FW750Y,3042
15186,2022-01-26,FW750Y,3179
15187,2022-01-27,FW750Y,1872
15188,2022-01-28,FW750Y,1032
15189,2022-01-29,FW750Y,676
15190,2022-01-30,FW750Y,148
15191,2022-01-31,FW750Y,22
15192,2022-02-01,FW750Y,4
15193,2022-02-02,FW750Y,4
15194,2022-02-03,FW750Y,2
15195,2022-02-04,FW750Y,1
15196,2022-02-05,FW750Y,6
15197,2022-02-06,FW750Y,4
15198,2022-02-07,FW750Y,6
15199,2022-02-08,FW750Y,15
15200,2022-02-09,FW750Y,530
15201,2022-02-10,FW750Y,1382
15202,2022-02-11,FW750Y,2417
15203,2022-02-12,FW750Y,2779
15204,2022-02-13,FW750Y,2972
15205,2022-02-14,FW750Y,3470
15206,2022-02-15,FW750Y,3063
15207,2022-02-16,FW750Y,3065
15208,2022-02-17,FW750Y,2933
15209,2022-02-18,FW750Y,3306
15210,2022-02-19,FW750Y,4684
15211,2022-02-20,FW750Y,6301
15212,2022-02-21,FW750Y,7619
15213,2022-02-22,FW750Y,7535
15214,2022-02-23,FW750Y,7992
15215,2022-02-24,FW750Y,7545
15216,2022-02-25,FW750Y,7435
15217,2022-02-26,FW750Y,4343
15218,2022-02-27,FW750Y,6835
15219,2022-02-28,FW750Y,7781
15220,2022-03-01,FW750Y,7173
15221,2022-03-02,FW750Y,4984
15222,2022-03-03,FW750Y,6278
15223,2022-03-04,FW750Y,5815
15224,2022-03-05,FW750Y,6090
15225,2022-03-06,FW750Y,6453
15226,2022-03-07,FW750Y,8401
15227,2022-03-08,FW750Y,6955
15228,2022-03-09,FW750Y,7859
15229,2022-03-10,FW750Y,7747
15230,2022-03-11,FW750Y,7622
15231,2022-03-12,FW750Y,6579
15232,2022-03-13,FW750Y,6122
15233,2022-03-14,FW750Y,7126
15234,2022-03-15,FW750Y,4576
15235,2022-03-16,FW750Y,4681
15236,2022-03-17,FW750Y,4099
15237,2022-03-18,FW750Y,4407
15238,2022-03-19,FW750Y,5136
15239,2022-03-20,FW750Y,4175
15240,2022-03-21,FW750Y,6003
15241,2022-03-22,FW750Y,6129
15242,2021-12-31,FW751Y,4661
15243,2022-01-01,FW751Y,5358
15244,2022-01-02,FW751Y,4897
15245,2022-01-03,FW751Y,4927
15246,2022-01-04,FW751Y,4518
15247,2022-01-05,FW751Y,4134
15248,2022-01-06,FW751Y,4699
15249,2022-01-07,FW751Y,4992
15250,2022-01-08,FW751Y,5027
15251,2022-01-09,FW751Y,5159
15252,2022-01-10,FW751Y,5440
15253,2022-01-11,FW751Y,5000
15254,2022-01-12,FW751Y,4697
15255,2022-01-13,FW751Y,5945
15256,2022-01-14,FW751Y,6555
15257,2022-01-15,FW751Y,6237
15258,2022-01-16,FW751Y,6521
15259,2022-01-17,FW751Y,6394
15260,2022-01-18,FW751Y,6065
15261,2022-01-19,FW751Y,7430
15262,2022-01-20,FW751Y,7489
15263,2022-01-21,FW751Y,5740
15264,2022-01-22,FW751Y,7019
15265,2022-01-23,FW751Y,5681
15266,2022-01-24,FW751Y,7064
15267,2022-01-25,FW751Y,6042
15268,2022-01-26,FW751Y,6513
15269,2022-01-27,FW751Y,5403
15270,2022-01-28,FW751Y,4415
15271,2022-01-29,FW751Y,2499
15272,2022-01-30,FW751Y,1283
15273,2022-01-31,FW751Y,470
15274,2022-02-01,FW751Y,67
15275,2022-02-02,FW751Y,40
15276,2022-02-03,FW751Y,20
15277,2022-02-04,FW751Y,27
15278,2022-02-05,FW751Y,34
15279,2022-02-06,FW751Y,28
15280,2022-02-07,FW751Y,80
15281,2022-02-08,FW751Y,96
15282,2022-02-09,FW751Y,111
15283,2022-02-10,FW751Y,1011
15284,2022-02-11,FW751Y,2522
15285,2022-02-12,FW751Y,3579
15286,2022-02-13,FW751Y,4151
15287,2022-02-14,FW751Y,3934
15288,2022-02-15,FW751Y,3392
15289,2022-02-16,FW751Y,4314
15290,2022-02-17,FW751Y,4457
15291,2022-02-18,FW751Y,4006
15292,2022-02-19,FW751Y,3986
15293,2022-02-20,FW751Y,4723
15294,2022-02-21,FW751Y,5163
15295,2022-02-22,FW751Y,5012
15296,2022-02-23,FW751Y,4718
15297,2022-02-24,FW751Y,6086
15298,2022-02-25,FW751Y,5421
15299,2022-02-26,FW751Y,5369
15300,2022-02-27,FW751Y,4731
15301,2022-02-28,FW751Y,5066
15302,2022-03-01,FW751Y,4080
15303,2022-03-02,FW751Y,4429
15304,2022-03-03,FW751Y,4586
15305,2022-03-04,FW751Y,5543
15306,2022-03-05,FW751Y,4662
15307,2022-03-06,FW751Y,4682
15308,2022-03-07,FW751Y,5135
15309,2022-03-08,FW751Y,4978
15310,2022-03-09,FW751Y,5410
15311,2022-03-10,FW751Y,6034
15312,2022-03-11,FW751Y,5525
15313,2022-03-12,FW751Y,5107
15314,2022-03-13,FW751Y,4637
15315,2022-03-14,FW751Y,4212
15316,2022-03-15,FW751Y,4390
15317,2022-03-16,FW751Y,3958
15318,2022-03-17,FW751Y,3923
15319,2022-03-18,FW751Y,4433
15320,2022-03-19,FW751Y,3413
15321,2022-03-20,FW751Y,4255
15322,2022-03-21,FW751Y,4776
15323,2022-03-22,FW751Y,3636
15324,2021-12-31,FW752Y,6734
15325,2022-01-01,FW752Y,7404
15326,2022-01-02,FW752Y,5810
15327,2022-01-03,FW752Y,5231
15328,2022-01-04,FW752Y,6628
15329,2022-01-05,FW752Y,7409
15330,2022-01-06,FW752Y,7595
15331,2022-01-07,FW752Y,9299
15332,2022-01-08,FW752Y,8393
15333,2022-01-09,FW752Y,7748
15334,2022-01-10,FW752Y,8159
15335,2022-01-11,FW752Y,7945
15336,2022-01-12,FW752Y,8016
15337,2022-01-13,FW752Y,9746
15338,2022-01-14,FW752Y,9024
15339,2022-01-15,FW752Y,8342
15340,2022-01-16,FW752Y,8575
15341,2022-01-17,FW752Y,9282
15342,2022-01-18,FW752Y,8360
15343,2022-01-19,FW752Y,10217
15344,2022-01-20,FW752Y,9275
15345,2022-01-21,FW752Y,8809
15346,2022-01-22,FW752Y,8067
15347,2022-01-23,FW752Y,10576
15348,2022-01-24,FW752Y,11685
15349,2022-01-25,FW752Y,9551
15350,2022-01-26,FW752Y,8386
15351,2022-01-27,FW752Y,7893
15352,2022-01-28,FW752Y,4479
15353,2022-01-29,FW752Y,2768
15354,2022-01-30,FW752Y,1134
15355,2022-01-31,FW752Y,379
15356,2022-02-01,FW752Y,74
15357,2022-02-02,FW752Y,56
15358,2022-02-03,FW752Y,54
15359,2022-02-04,FW752Y,62
15360,2022-02-05,FW752Y,76
15361,2022-02-06,FW752Y,72
15362,2022-02-07,FW752Y,92
15363,2022-02-08,FW752Y,82
15364,2022-02-09,FW752Y,1166
15365,2022-02-10,FW752Y,2388
15366,2022-02-11,FW752Y,4297
15367,2022-02-12,FW752Y,5101
15368,2022-02-13,FW752Y,4934
15369,2022-02-14,FW752Y,6003
15370,2022-02-15,FW752Y,5330
15371,2022-02-16,FW752Y,5800
15372,2022-02-17,FW752Y,5135
15373,2022-02-18,FW752Y,5545
15374,2022-02-19,FW752Y,4518
15375,2022-02-20,FW752Y,5471
15376,2022-02-21,FW752Y,6727
15377,2022-02-22,FW752Y,7544
15378,2022-02-23,FW752Y,7849
15379,2022-02-24,FW752Y,7235
15380,2022-02-25,FW752Y,7310
15381,2022-02-26,FW752Y,6104
15382,2022-02-27,FW752Y,7148
15383,2022-02-28,FW752Y,7102
15384,2022-03-01,FW752Y,7261
15385,2022-03-02,FW752Y,9214
15386,2022-03-03,FW752Y,10360
15387,2022-03-04,FW752Y,10073
15388,2022-03-05,FW752Y,9459
15389,2022-03-06,FW752Y,7980
15390,2022-03-07,FW752Y,9739
15391,2022-03-08,FW752Y,11180
15392,2022-03-09,FW752Y,12379
15393,2022-03-10,FW752Y,10528
15394,2022-03-11,FW752Y,8960
15395,2022-03-12,FW752Y,8336
15396,2022-03-13,FW752Y,8887
15397,2022-03-14,FW752Y,9623
15398,2022-03-15,FW752Y,8082
15399,2022-03-16,FW752Y,7216
15400,2022-03-17,FW752Y,8540
15401,2022-03-18,FW752Y,8149
15402,2022-03-19,FW752Y,10241
15403,2022-03-20,FW752Y,9991
15404,2022-03-21,FW752Y,12139
15405,2022-03-22,FW752Y,10004
15406,2021-12-31,FW753Y,6100
15407,2022-01-01,FW753Y,5864
15408,2022-01-02,FW753Y,5713
15409,2022-01-03,FW753Y,3071
15410,2022-01-04,FW753Y,3236
15411,2022-01-05,FW753Y,3732
15412,2022-01-06,FW753Y,4372
15413,2022-01-07,FW753Y,4479
15414,2022-01-08,FW753Y,5321
15415,2022-01-09,FW753Y,5112
15416,2022-01-10,FW753Y,5070
15417,2022-01-11,FW753Y,4641
15418,2022-01-12,FW753Y,4990
15419,2022-01-13,FW753Y,5887
15420,2022-01-14,FW753Y,5993
15421,2022-01-15,FW753Y,5845
15422,2022-01-16,FW753Y,7114
15423,2022-01-17,FW753Y,5117
15424,2022-01-18,FW753Y,5146
15425,2022-01-19,FW753Y,8285
15426,2022-01-20,FW753Y,8297
15427,2022-01-21,FW753Y,6860
15428,2022-01-22,FW753Y,4351
15429,2022-01-23,FW753Y,5025
15430,2022-01-24,FW753Y,7095
15431,2022-01-25,FW753Y,8312
15432,2022-01-26,FW753Y,7114
15433,2022-01-27,FW753Y,7008
15434,2022-01-28,FW753Y,4375
15435,2022-01-29,FW753Y,1903
15436,2022-01-30,FW753Y,541
15437,2022-01-31,FW753Y,99
15438,2022-02-01,FW753Y,52
15439,2022-02-02,FW753Y,36
15440,2022-02-03,FW753Y,45
15441,2022-02-04,FW753Y,39
15442,2022-02-05,FW753Y,150
15443,2022-02-06,FW753Y,25
15444,2022-02-07,FW753Y,22
15445,2022-02-08,FW753Y,507
15446,2022-02-09,FW753Y,447
15447,2022-02-10,FW753Y,1208
15448,2022-02-11,FW753Y,2019
15449,2022-02-12,FW753Y,2354
15450,2022-02-13,FW753Y,2771
15451,2022-02-14,FW753Y,3053
15452,2022-02-15,FW753Y,2181
15453,2022-02-16,FW753Y,2439
15454,2022-02-17,FW753Y,2308
15455,2022-02-18,FW753Y,2084
15456,2022-02-19,FW753Y,2175
15457,2022-02-20,FW753Y,2627
15458,2022-02-21,FW753Y,3271
15459,2022-02-22,FW753Y,2651
15460,2022-02-23,FW753Y,3961
15461,2022-02-24,FW753Y,4338
15462,2022-02-25,FW753Y,6162
15463,2022-02-26,FW753Y,4139
15464,2022-02-27,FW753Y,5872
15465,2022-02-28,FW753Y,4409
15466,2022-03-01,FW753Y,4280
15467,2022-03-02,FW753Y,3922
15468,2022-03-03,FW753Y,5243
15469,2022-03-04,FW753Y,5270
15470,2022-03-05,FW753Y,5074
15471,2022-03-06,FW753Y,4753
15472,2022-03-07,FW753Y,4824
15473,2022-03-08,FW753Y,4749
15474,2022-03-09,FW753Y,5293
15475,2022-03-10,FW753Y,5424
15476,2022-03-11,FW753Y,4915
15477,2022-03-12,FW753Y,5108
15478,2022-03-13,FW753Y,4367
15479,2022-03-14,FW753Y,4848
15480,2022-03-15,FW753Y,4196
15481,2022-03-16,FW753Y,4768
15482,2022-03-17,FW753Y,4863
15483,2022-03-18,FW753Y,4095
15484,2022-03-19,FW753Y,4465
15485,2022-03-20,FW753Y,4061
15486,2022-03-21,FW753Y,4595
15487,2022-03-22,FW753Y,3483
15488,2021-12-31,FW754Y,12792
15489,2022-01-01,FW754Y,13212
15490,2022-01-02,FW754Y,11408
15491,2022-01-03,FW754Y,9597
15492,2022-01-04,FW754Y,9287
15493,2022-01-05,FW754Y,9559
15494,2022-01-06,FW754Y,9929
15495,2022-01-07,FW754Y,10621
15496,2022-01-08,FW754Y,10532
15497,2022-01-09,FW754Y,11577
15498,2022-01-10,FW754Y,11498
15499,2022-01-11,FW754Y,11265
15500,2022-01-12,FW754Y,10337
15501,2022-01-13,FW754Y,13592
15502,2022-01-14,FW754Y,12858
15503,2022-01-15,FW754Y,13271
15504,2022-01-16,FW754Y,14318
15505,2022-01-17,FW754Y,14254
15506,2022-01-18,FW754Y,14276
15507,2022-01-19,FW754Y,15692
15508,2022-01-20,FW754Y,13506
15509,2022-01-21,FW754Y,12107
15510,2022-01-22,FW754Y,12663
15511,2022-01-23,FW754Y,15017
15512,2022-01-24,FW754Y,14920
15513,2022-01-25,FW754Y,17991
15514,2022-01-26,FW754Y,14911
15515,2022-01-27,FW754Y,12394
15516,2022-01-28,FW754Y,8262
15517,2022-01-29,FW754Y,3904
15518,2022-01-30,FW754Y,898
15519,2022-01-31,FW754Y,178
15520,2022-02-01,FW754Y,62
15521,2022-02-02,FW754Y,37
15522,2022-02-03,FW754Y,40
15523,2022-02-04,FW754Y,45
15524,2022-02-05,FW754Y,34
15525,2022-02-06,FW754Y,45
15526,2022-02-07,FW754Y,70
15527,2022-02-08,FW754Y,1388
15528,2022-02-09,FW754Y,1409
15529,2022-02-10,FW754Y,2062
15530,2022-02-11,FW754Y,6644
15531,2022-02-12,FW754Y,8322
15532,2022-02-13,FW754Y,9859
15533,2022-02-14,FW754Y,11540
15534,2022-02-15,FW754Y,8950
15535,2022-02-16,FW754Y,10954
15536,2022-02-17,FW754Y,8912
15537,2022-02-18,FW754Y,10249
15538,2022-02-19,FW754Y,7554
15539,2022-02-20,FW754Y,9102
15540,2022-02-21,FW754Y,12082
15541,2022-02-22,FW754Y,11929
15542,2022-02-23,FW754Y,11518
15543,2022-02-24,FW754Y,11769
15544,2022-02-25,FW754Y,12087
15545,2022-02-26,FW754Y,10939
15546,2022-02-27,FW754Y,13403
15547,2022-02-28,FW754Y,11620
15548,2022-03-01,FW754Y,14346
15549,2022-03-02,FW754Y,11304
15550,2022-03-03,FW754Y,12744
15551,2022-03-04,FW754Y,12553
15552,2022-03-05,FW754Y,10623
15553,2022-03-06,FW754Y,10487
15554,2022-03-07,FW754Y,11762
15555,2022-03-08,FW754Y,11740
15556,2022-03-09,FW754Y,11883
15557,2022-03-10,FW754Y,11205
15558,2022-03-11,FW754Y,10294
15559,2022-03-12,FW754Y,10607
15560,2022-03-13,FW754Y,8690
15561,2022-03-14,FW754Y,10709
15562,2022-03-15,FW754Y,8505
15563,2022-03-16,FW754Y,9012
15564,2022-03-17,FW754Y,8629
15565,2022-03-18,FW754Y,8315
15566,2022-03-19,FW754Y,9254
15567,2022-03-20,FW754Y,7631
15568,2022-03-21,FW754Y,10231
15569,2022-03-22,FW754Y,8398
15570,2021-12-31,FW757Y,18500
15571,2022-01-01,FW757Y,16273
15572,2022-01-02,FW757Y,15045
15573,2022-01-03,FW757Y,12420
15574,2022-01-04,FW757Y,13652
15575,2022-01-05,FW757Y,15324
15576,2022-01-06,FW757Y,18114
15577,2022-01-07,FW757Y,20649
15578,2022-01-08,FW757Y,19612
15579,2022-01-09,FW757Y,20503
15580,2022-01-10,FW757Y,17411
15581,2022-01-11,FW757Y,18548
15582,2022-01-12,FW757Y,18606
15583,2022-01-13,FW757Y,20385
15584,2022-01-14,FW757Y,20415
15585,2022-01-15,FW757Y,18836
15586,2022-01-16,FW757Y,20694
15587,2022-01-17,FW757Y,22564
15588,2022-01-18,FW757Y,21914
15589,2022-01-19,FW757Y,21594
15590,2022-01-20,FW757Y,22379
15591,2022-01-21,FW757Y,19444
15592,2022-01-22,FW757Y,16289
15593,2022-01-23,FW757Y,20047
15594,2022-01-24,FW757Y,16770
15595,2022-01-25,FW757Y,19257
15596,2022-01-26,FW757Y,14615
15597,2022-01-27,FW757Y,12929
15598,2022-01-28,FW757Y,7179
15599,2022-01-29,FW757Y,3133
15600,2022-01-30,FW757Y,620
15601,2022-01-31,FW757Y,134
15602,2022-02-01,FW757Y,73
15603,2022-02-02,FW757Y,35
15604,2022-02-03,FW757Y,49
15605,2022-02-04,FW757Y,42
15606,2022-02-05,FW757Y,43
15607,2022-02-06,FW757Y,51
15608,2022-02-07,FW757Y,86
15609,2022-02-08,FW757Y,179
15610,2022-02-09,FW757Y,2561
15611,2022-02-10,FW757Y,6516
15612,2022-02-11,FW757Y,10275
15613,2022-02-12,FW757Y,12424
15614,2022-02-13,FW757Y,13419
15615,2022-02-14,FW757Y,16418
15616,2022-02-15,FW757Y,16989
15617,2022-02-16,FW757Y,16771
15618,2022-02-17,FW757Y,16032
15619,2022-02-18,FW757Y,17204
15620,2022-02-19,FW757Y,14718
15621,2022-02-20,FW757Y,15683
15622,2022-02-21,FW757Y,21044
15623,2022-02-22,FW757Y,22617
15624,2022-02-23,FW757Y,21140
15625,2022-02-24,FW757Y,21460
15626,2022-02-25,FW757Y,21533
15627,2022-02-26,FW757Y,17937
15628,2022-02-27,FW757Y,21495
15629,2022-02-28,FW757Y,24101
15630,2022-03-01,FW757Y,23521
15631,2022-03-02,FW757Y,22719
15632,2022-03-03,FW757Y,24532
15633,2022-03-04,FW757Y,24523
15634,2022-03-05,FW757Y,25376
15635,2022-03-06,FW757Y,23593
15636,2022-03-07,FW757Y,26864
15637,2022-03-08,FW757Y,27614
15638,2022-03-09,FW757Y,29542
15639,2022-03-10,FW757Y,27006
15640,2022-03-11,FW757Y,27190
15641,2022-03-12,FW757Y,25947
15642,2022-03-13,FW757Y,20491
15643,2022-03-14,FW757Y,25640
15644,2022-03-15,FW757Y,20423
15645,2022-03-16,FW757Y,21287
15646,2022-03-17,FW757Y,20919
15647,2022-03-18,FW757Y,21533
15648,2022-03-19,FW757Y,22282
15649,2022-03-20,FW757Y,21127
15650,2022-03-21,FW757Y,20816
15651,2022-03-22,FW757Y,21083
15652,2022-01-22,FW758Y,1871
15653,2022-01-25,FW758Y,2531
15654,2022-01-28,FW758Y,989
15655,2022-01-29,FW758Y,350
15656,2022-02-12,FW758Y,1162
15657,2022-02-15,FW758Y,1858
15658,2022-02-16,FW758Y,2244
15659,2022-02-17,FW758Y,2107
15660,2022-02-18,FW758Y,1988
15661,2022-02-19,FW758Y,1962
15662,2022-02-20,FW758Y,2134
15663,2022-02-21,FW758Y,2517
15664,2022-02-22,FW758Y,2709
15665,2022-02-23,FW758Y,2811
15666,2022-02-24,FW758Y,2382
15667,2022-02-25,FW758Y,2313
15668,2022-02-26,FW758Y,1986
15669,2022-02-27,FW758Y,1390
15670,2022-02-28,FW758Y,865
15671,2022-03-01,FW758Y,1105
15672,2022-03-02,FW758Y,1804
15673,2022-03-03,FW758Y,2866
15674,2022-03-04,FW758Y,3860
15675,2022-03-05,FW758Y,4001
15676,2022-03-06,FW758Y,3832
15677,2022-03-07,FW758Y,2163
15678,2022-03-08,FW758Y,4578
15679,2022-03-09,FW758Y,5729
15680,2022-03-10,FW758Y,5344
15681,2022-03-11,FW758Y,5643
15682,2022-03-12,FW758Y,5261
15683,2022-03-13,FW758Y,4303
15684,2022-03-14,FW758Y,5337
15685,2022-03-15,FW758Y,4383
15686,2022-03-16,FW758Y,4583
15687,2022-03-17,FW758Y,4241
15688,2022-03-18,FW758Y,4569
15689,2022-03-19,FW758Y,4852
15690,2022-03-20,FW758Y,5063
15691,2022-03-21,FW758Y,4599
15692,2022-03-22,FW758Y,4189
15693,2021-12-31,FW759Y,3437
15694,2022-01-01,FW759Y,2968
15695,2022-01-02,FW759Y,3843
15696,2022-01-03,FW759Y,3567
15697,2022-01-04,FW759Y,3512
15698,2022-01-05,FW759Y,4369
15699,2022-01-06,FW759Y,3664
15700,2022-01-07,FW759Y,4368
15701,2022-01-08,FW759Y,4450
15702,2022-01-09,FW759Y,4210
15703,2022-01-10,FW759Y,4078
15704,2022-01-11,FW759Y,3816
15705,2022-01-12,FW759Y,3500
15706,2022-01-13,FW759Y,5016
15707,2022-01-14,FW759Y,4519
15708,2022-01-15,FW759Y,3879
15709,2022-01-16,FW759Y,4599
15710,2022-01-17,FW759Y,4600
15711,2022-01-18,FW759Y,5504
15712,2022-01-19,FW759Y,7925
15713,2022-01-20,FW759Y,9293
15714,2022-01-21,FW759Y,8083
15715,2022-01-22,FW759Y,7469
15716,2022-01-23,FW759Y,6914
15717,2022-01-24,FW759Y,6408
15718,2022-01-25,FW759Y,3890
15719,2022-01-26,FW759Y,3264
15720,2022-01-27,FW759Y,3439
15721,2022-01-28,FW759Y,3606
15722,2022-01-29,FW759Y,2022
15723,2022-01-30,FW759Y,603
15724,2022-01-31,FW759Y,122
15725,2022-02-01,FW759Y,99
15726,2022-02-02,FW759Y,60
15727,2022-02-03,FW759Y,28
15728,2022-02-04,FW759Y,46
15729,2022-02-05,FW759Y,29
15730,2022-02-06,FW759Y,41
15731,2022-02-07,FW759Y,28
15732,2022-02-08,FW759Y,182
15733,2022-02-09,FW759Y,70
15734,2022-02-10,FW759Y,294
15735,2022-02-11,FW759Y,1514
15736,2022-02-12,FW759Y,2357
15737,2022-02-13,FW759Y,2845
15738,2022-02-14,FW759Y,3357
15739,2022-02-15,FW759Y,3919
15740,2022-02-16,FW759Y,3233
15741,2022-02-17,FW759Y,3074
15742,2022-02-18,FW759Y,2108
15743,2022-02-19,FW759Y,4668
15744,2022-02-20,FW759Y,5820
15745,2022-02-21,FW759Y,8236
15746,2022-02-22,FW759Y,7736
15747,2022-02-23,FW759Y,7760
15748,2022-02-24,FW759Y,7413
15749,2022-02-25,FW759Y,7864
15750,2022-02-26,FW759Y,6314
15751,2022-02-27,FW759Y,6992
15752,2022-02-28,FW759Y,7126
15753,2022-03-01,FW759Y,8032
15754,2022-03-02,FW759Y,7361
15755,2022-03-03,FW759Y,7977
15756,2022-03-04,FW759Y,8352
15757,2022-03-05,FW759Y,8379
15758,2022-03-06,FW759Y,8428
15759,2022-03-07,FW759Y,8683
15760,2022-03-08,FW759Y,9014
15761,2022-03-09,FW759Y,9353
15762,2022-03-10,FW759Y,9170
15763,2022-03-11,FW759Y,8769
15764,2022-03-12,FW759Y,8308
15765,2022-03-13,FW759Y,8621
15766,2022-03-14,FW759Y,9785
15767,2022-03-15,FW759Y,7395
15768,2022-03-16,FW759Y,7420
15769,2022-03-17,FW759Y,6718
15770,2022-03-18,FW759Y,7231
15771,2022-03-19,FW759Y,8033
15772,2022-03-20,FW759Y,7847
15773,2022-03-21,FW759Y,8727
15774,2022-03-22,FW759Y,7683
15775,2021-12-31,FW760Y,7343
15776,2022-01-01,FW760Y,6603
15777,2022-01-02,FW760Y,7985
15778,2022-01-03,FW760Y,7172
15779,2022-01-04,FW760Y,5048
15780,2022-01-05,FW760Y,8786
15781,2022-01-06,FW760Y,7301
15782,2022-01-07,FW760Y,10156
15783,2022-01-08,FW760Y,8254
15784,2022-01-09,FW760Y,7585
15785,2022-01-10,FW760Y,6537
15786,2022-01-11,FW760Y,7220
15787,2022-01-12,FW760Y,8448
15788,2022-01-13,FW760Y,8930
15789,2022-01-14,FW760Y,7822
15790,2022-01-15,FW760Y,7914
15791,2022-01-16,FW760Y,9375
15792,2022-01-17,FW760Y,8596
15793,2022-01-18,FW760Y,7966
15794,2022-01-19,FW760Y,8083
15795,2022-01-20,FW760Y,7201
15796,2022-01-21,FW760Y,6934
15797,2022-01-22,FW760Y,6182
15798,2022-01-23,FW760Y,6691
15799,2022-01-24,FW760Y,7771
15800,2022-01-25,FW760Y,6846
15801,2022-01-26,FW760Y,5792
15802,2022-01-27,FW760Y,4778
15803,2022-01-28,FW760Y,2836
15804,2022-01-29,FW760Y,1222
15805,2022-01-30,FW760Y,393
15806,2022-01-31,FW760Y,121
15807,2022-02-01,FW760Y,10
15808,2022-02-02,FW760Y,53
15809,2022-02-03,FW760Y,44
15810,2022-02-04,FW760Y,24
15811,2022-02-05,FW760Y,47
15812,2022-02-06,FW760Y,40
15813,2022-02-07,FW760Y,38
15814,2022-02-08,FW760Y,98
15815,2022-02-09,FW760Y,1076
15816,2022-02-10,FW760Y,2477
15817,2022-02-11,FW760Y,5185
15818,2022-02-12,FW760Y,7352
15819,2022-02-13,FW760Y,5902
15820,2022-02-14,FW760Y,6162
15821,2022-02-15,FW760Y,6915
15822,2022-02-16,FW760Y,6518
15823,2022-02-17,FW760Y,7086
15824,2022-02-18,FW760Y,7154
15825,2022-02-19,FW760Y,7622
15826,2022-02-20,FW760Y,7527
15827,2022-02-21,FW760Y,7925
15828,2022-02-22,FW760Y,8914
15829,2022-02-23,FW760Y,8919
15830,2022-02-24,FW760Y,9298
15831,2022-02-25,FW760Y,7191
15832,2022-02-26,FW760Y,7793
15833,2022-02-27,FW760Y,8271
15834,2022-02-28,FW760Y,7687
15835,2022-03-01,FW760Y,7789
15836,2022-03-02,FW760Y,9090
15837,2022-03-03,FW760Y,9891
15838,2022-03-04,FW760Y,9029
15839,2022-03-05,FW760Y,10197
15840,2022-03-06,FW760Y,8498
15841,2022-03-07,FW760Y,10217
15842,2022-03-08,FW760Y,11682
15843,2022-03-09,FW760Y,11609
15844,2022-03-10,FW760Y,12220
15845,2022-03-11,FW760Y,11336
15846,2022-03-12,FW760Y,11698
15847,2022-03-13,FW760Y,8538
15848,2022-03-14,FW760Y,9185
15849,2022-03-15,FW760Y,6926
15850,2022-03-16,FW760Y,6131
15851,2022-03-17,FW760Y,6454
15852,2022-03-18,FW760Y,6427
15853,2022-03-19,FW760Y,6834
15854,2022-03-20,FW760Y,7152
15855,2022-03-21,FW760Y,8519
15856,2022-03-22,FW760Y,7747
15857,2021-12-31,FW762Y,4494
15858,2022-01-01,FW762Y,5132
15859,2022-01-02,FW762Y,5555
15860,2022-01-03,FW762Y,4259
15861,2022-01-04,FW762Y,3639
15862,2022-01-05,FW762Y,4481
15863,2022-01-06,FW762Y,5339
15864,2022-01-07,FW762Y,4759
15865,2022-01-08,FW762Y,5385
15866,2022-01-09,FW762Y,5612
15867,2022-01-10,FW762Y,5109
15868,2022-01-11,FW762Y,4699
15869,2022-01-12,FW762Y,5219
15870,2022-01-13,FW762Y,6235
15871,2022-01-14,FW762Y,6719
15872,2022-01-15,FW762Y,6379
15873,2022-01-16,FW762Y,7724
15874,2022-01-17,FW762Y,7410
15875,2022-01-18,FW762Y,5685
15876,2022-01-19,FW762Y,8124
15877,2022-01-20,FW762Y,9447
15878,2022-01-21,FW762Y,7282
15879,2022-01-22,FW762Y,6196
15880,2022-01-23,FW762Y,6197
15881,2022-01-24,FW762Y,8973
15882,2022-01-25,FW762Y,8006
15883,2022-01-26,FW762Y,7735
15884,2022-01-27,FW762Y,6706
15885,2022-01-28,FW762Y,4915
15886,2022-01-29,FW762Y,2837
